"rank" "feature_density_pos" "weighted_feature_density_pos" 
0.10369 0.7149 0.7608
0.10388 0.7145 0.7605
0.10406 0.7200 0.7653
0.10425 0.7142 0.7595
0.10444 0.7158 0.7630
0.10463 0.7215 0.7653
0.10482 0.7453 0.7370
0.10501 0.7250 0.7719
0.10519 0.7478 0.7741
0.10538 0.7516 0.7767
0.10557 0.8232 0.8625
0.10576 0.7906 0.8330
0.10595 0.8539 0.8872
0.10613 0.7127 0.7586
0.10632 0.7136 0.7595
0.10651 0.7143 0.7605
0.10670 0.7608 0.7573
0.10689 0.8232 0.8625
0.10708 0.7390 0.7710
0.10726 0.7700 0.8035
0.10745 0.7124 0.7573
0.10764 0.7136 0.7605
0.10783 0.7092 0.7573
0.10802 0.7143 0.7596
0.10820 0.7358 0.7665
0.10839 0.7393 0.7710
0.10858 0.7472 0.7741
0.10877 0.7259 0.7744
0.10896 0.7424 0.7754
0.10915 0.7516 0.7776
0.10933 0.7646 0.7969
0.10952 0.7428 0.7754
0.10971 0.7152 0.7605
0.10990 0.7127 0.7596
0.11009 0.7152 0.7608
0.11027 0.7278 0.7595
0.11046 0.7158 0.7618
0.11065 0.7288 0.7630
0.11084 0.7190 0.7640
0.11103 0.7421 0.7754
0.11122 0.7646 0.8013
0.11140 0.7656 0.8083
0.11159 0.7557 0.7820
0.11178 0.7991 0.8365
0.11197 0.7149 0.7608
0.11216 0.7164 0.7627
0.11234 0.7320 0.7767
0.11253 0.7174 0.7630
0.11272 0.7060 0.6214
0.11291 0.7504 0.7960
0.11310 0.7291 0.7617
0.11329 0.7206 0.7675
0.11347 0.7437 0.7798
0.11366 0.7187 0.7640
0.11385 0.7437 0.7811
0.11404 0.7589 0.7855
0.11423 0.7478 0.7947
0.11441 0.7567 0.8014
0.11460 0.8169 0.7912
0.11479 0.7500 0.7824
0.11498 0.7656 0.8093
0.11517 0.7187 0.7652
0.11536 0.7865 0.8204
0.11554 0.7640 0.7969
0.11573 0.7665 0.8128
0.11592 0.8014 0.8296
0.11611 0.7782 0.7687
0.11630 0.7551 0.8014
0.11648 0.7424 0.7811
0.11667 0.7785 0.7402
0.11686 0.7117 0.7596
0.11705 0.7088 0.6838
0.11724 0.7592 0.7912
0.11743 0.7874 0.8330
0.11761 0.6924 0.7415
0.11780 0.7345 0.7665
0.11799 0.8533 0.8894
0.11818 0.7624 0.7798
0.11837 0.7596 0.7912
0.11855 0.7643 0.8092
0.11874 0.7659 0.8039
0.11893 0.7412 0.7459
0.11912 0.7259 0.7719
0.11931 0.7279 0.7269
0.11950 0.7513 0.7811
0.11968 0.7475 0.7944
0.11987 0.7567 0.8014
0.12006 0.8111 0.8400
0.12025 0.7323 0.7786
0.12044 0.7865 0.7415
0.12062 0.7874 0.8229
0.12081 0.7139 0.6908
0.12100 0.7655 0.8080
0.12119 0.8511 0.8897
0.12138 0.7922 0.7469
0.12157 0.8362 0.8761
0.12175 0.7250 0.7710
0.12194 0.7446 0.7921
0.12213 0.7741 0.8185
0.12232 0.8188 0.8498
0.12251 0.8596 0.8954
0.12269 0.7858 0.8239
0.12288 0.7190 0.6930
0.12307 0.7453 0.7437
0.12326 0.7488 0.7944
0.12345 0.7671 0.7947
0.12364 0.7573 0.8014
0.12382 0.7893 0.8194
0.12401 0.7532 0.7088
0.12420 0.7700 0.7675
0.12439 0.8210 0.8080
0.12458 0.7713 0.8093
0.12476 0.7393 0.7868
0.12495 0.8577 0.8951
0.12514 0.7335 0.7801
0.12533 0.7273 0.7754
0.12552 0.7953 0.8102
0.12571 0.6984 0.6750
0.12589 0.6931 0.7425
0.12608 0.7310 0.7776
0.12627 0.7855 0.8298
0.12646 0.7862 0.8239
0.12665 0.8425 0.8827
0.12683 0.7297 0.7766
0.12702 0.7852 0.7821
0.12721 0.7662 0.7969
0.12740 0.7868 0.8207
0.12759 0.7500 0.7956
0.12778 0.7754 0.7890
0.12796 0.7652 0.8105
0.12815 0.8273 0.8137
0.12834 0.7979 0.8353
0.12853 0.7988 0.8295
0.12872 0.7757 0.8140
0.12890 0.7786 0.8252
0.12909 0.7915 0.8295
0.12928 0.7947 0.8317
0.12947 0.7121 0.6886
0.12966 0.8029 0.7921
0.12985 0.7779 0.8241
0.13003 0.8061 0.8410
0.13022 0.7355 0.7820
0.13041 0.7386 0.7855
0.13060 0.7906 0.8352
0.13079 0.8666 0.9034
0.13097 0.8298 0.8058
0.13116 0.7380 0.7845
0.13135 0.7361 0.7843
0.13154 0.7358 0.7845
0.13173 0.7529 0.7991
0.13192 0.7666 0.7653
