"number" "dsum" "count" "missing" "quant_error" "fname"
133 3785.26 5308 4260 0.000761763 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Phalacrocorax.pelagicus_BowenIsland_100m.tif"
134 4457.85 5308 4260 0.000476728 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Phalacrocorax.penicillatus_BowenIsland_100m.tif"
135 2671.17 5308 4260 0.00206855 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Phalaropus.lobatus_BowenIsland_100m.tif"
136 4720.18 5308 4260 0.00265929 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Pheucticus.melanocephalus_BowenIsland_100m.tif"
137 3957.75 5308 4260 0.00125639 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Picoides.pubescens_BowenIsland_100m.tif"
138 4665.97 5308 4260 0.00198106 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Picoides.villosus_BowenIsland_100m.tif"
139 4849.96 5308 4260 0.00269855 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Pipilo.maculatus_BowenIsland_100m.tif"
140 4607.29 5308 4260 0.00321287 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Piranga.ludoviciana_BowenIsland_100m.tif"
141 4203.05 5308 4260 0.00372572 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Podiceps.auritus_BowenIsland_100m.tif"
142 3924.18 5308 4260 0.000570065 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Podiceps.grisegena_BowenIsland_100m.tif"
143 2983.7 5308 4260 0.000339460 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Podiceps.nigricollis_BowenIsland_100m.tif"
144 3920.72 5308 4260 0.00373380 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Podilymbus.podiceps_BowenIsland_100m.tif"
145 5070.53 5308 4260 0.000877370 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Poecile.rufescens_BowenIsland_100m.tif"
146 2486.77 5308 4260 0.00224676 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Porzana.carolina_BowenIsland_100m.tif"
147 2018.24 5308 4260 0.000654676 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Progne.subis_BowenIsland_100m.tif"
148 3364.07 5308 4260 0.00217760 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Psaltriparus.minimus_BowenIsland_100m.tif"
149 3773.1 5308 4260 0.00185751 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Rallus.limicola_BowenIsland_100m.tif"
150 4405.76 5308 4260 0.000437454 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Regulus.calendula_BowenIsland_100m.tif"
151 4911.67 5308 4260 0.00132467 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Regulus.satrapa_BowenIsland_100m.tif"
152 1901.03 5308 4260 0.00699910 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Riparia.riparia_BowenIsland_100m.tif"
153 1468.68 5308 4260 0.00835322 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Sayornis.saya_BowenIsland_100m.tif"
154 4787.84 5308 4260 0.00355790 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Selasphorus.rufus_BowenIsland_100m.tif"
155 4612.94 5308 4260 0.000151924 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Setophaga.coronata_BowenIsland_100m.tif"
156 5168.09 5308 4260 0.0115591 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Setophaga.nigrescens_BowenIsland_100m.tif"
157 1747.05 5308 4260 0.00224161 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Sialia.currucoides_BowenIsland_100m.tif"
158 4654.07 5308 4260 0.000220128 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Sitta.canadensis_BowenIsland_100m.tif"
159 5060.12 5308 4260 0.0134536 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Sphyrapicus.ruber_BowenIsland_100m.tif"
160 2194.47 5308 4260 0.00185248 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Spinus.pinus_BowenIsland_100m.tif"
161 4141.7 5308 4260 0.00227756 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Spinus.tristis_BowenIsland_100m.tif"
162 3353.61 5308 4260 0.00143747 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Spizella.passerina_BowenIsland_100m.tif"
163 3995.54 5308 4260 0.00344263 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Stelgidopteryx.serripennis_BowenIsland_100m.tif"
164 4132.52 5308 4260 0.000834006 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Stercorarius.parasiticus_BowenIsland_100m.tif"
165 4810.41 5308 4260 4.93087e-05 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Strix.varia_BowenIsland_100m.tif"
166 4260.09 5308 4260 0.00147890 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Synthliboramphus.antiquus_BowenIsland_100m.tif"
167 4062.69 5308 4260 0.00284424 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Tachycineta.bicolor_BowenIsland_100m.tif"
168 2234.38 5308 4260 0.000452563 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Thryomanes.bewickii_BowenIsland_100m.tif"
169 4029.48 5308 4260 0.00128293 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Tringa.incana_BowenIsland_100m.tif"
170 3125.01 5308 4260 0.00175702 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Tringa.melanoleuca_BowenIsland_100m.tif"
171 2970.37 5308 4260 0.00123143 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Tringa.solitaria_BowenIsland_100m.tif"
172 2246.3 5308 4260 0.000520369 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Troglodytes.aedon_BowenIsland_100m.tif"
173 5083.23 5308 4260 0.00252476 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Troglodytes.pacificus_BowenIsland_100m.tif"
174 4700.4 5308 4260 0.00442624 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Turdus.migratorius_BowenIsland_100m.tif"
175 4609.48 5308 4260 0.00328432 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Vireo.cassinii_BowenIsland_100m.tif"
176 4521.56 5308 4260 0.000956619 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Vireo.gilvus_BowenIsland_100m.tif"
177 4938.43 5308 4260 0.00571580 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Vireo.huttoni_BowenIsland_100m.tif"
178 3885.99 5308 4260 0.00142403 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Vireo.olivaceus_BowenIsland_100m.tif"
179 2682.7 5308 4260 0.000291358 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Zenaida.macroura_BowenIsland_100m.tif"
180 2922.91 5308 4260 0.00246287 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Zonotrichia.albicollis_BowenIsland_100m.tif"
181 4435.28 5308 4260 0.00191563 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Zonotrichia.atricapilla_BowenIsland_100m.tif"
182 4807.08 5308 4260 0.00406765 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Bird_mask/Zonotrichia.leucophrys_BowenIsland_100m.tif"
183 3390.8 5308 4260 0.000593272 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Fish_mask/Oncorhynchus.kisutch_BowenIsland_100m.tif"
184 3394.63 5308 4260 0.00118424 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/MammalSmall_mask/Glaucomys.sabrinus_BowenIsland_100m.tif"
185 3577.67 5308 4260 0.00222716 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/MammalSmall_mask/Microtus.townsendii_BowenIsland_100m.tif"
186 2797.61 5308 4260 0.00407220 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/MammalSmall_mask/Mustela.erminea_BowenIsland_100m.tif"
187 3501.03 5308 4260 0.00212401 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/MammalSmall_mask/Myotis.lucifugus_BowenIsland_100m.tif"
188 3665.52 5308 4260 0.00132742 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/MammalSmall_mask/Neovison.vison_BowenIsland_100m.tif"
189 2107.15 5308 4260 0.00113010 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/MammalSmall_mask/Sorex.cinereus_BowenIsland_100m.tif"
190 4728.12 5308 4260 0.00240463 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/MammalSmall_mask/Sorex.monticolus_BowenIsland_100m.tif"
191 5019.59 5308 4260 0.00684046 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Reptile_mask/Thamnophis.elegans_BowenIsland_100m.tif"
192 4427.95 5308 4260 2.95967e-05 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Reptile_mask/Thamnophis.ordinoides_BowenIsland_100m.tif"
193 4947.26 5308 4260 0.000965014 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_11_SDM_100m_Bowen_Island/Reptile_mask/Thamnophis.sirtalis_BowenIsland_100m.tif"
194 4046.13 5065 4502 0.000945563 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_12_Environment_100m_Bowen_Island/2024_12_12_human_footprint_100m_Bowen_Islands.tif"
195 274.0 274 9294 0.0 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_12_Environment_100m_Bowen_Island/2024_12_12_OGMA.tif"
196 92.0 92 9476 0.0 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_12_Environment_100m_Bowen_Island/bowen_sei_freshwater.tif"
197 84.0 84 9484 0.0 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_12_Environment_100m_Bowen_Island/bowen_sei_oldforest.tif"
198 1548.0 1548 8020 0.0 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_12_Environment_100m_Bowen_Island/bowen_sei_riparian.tif"
199 285.0 285 9283 0.0 "/home/jay/Programming_Projects/bowen.biodiversity.zonation/data/2024_12_12_Environment_100m_Bowen_Island/bowen_sei_wetland.tif"
